[2025-12-30T11:48:17.648+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 48, total-tokens, 2557, cost-ms, 2332, requestId, 4fa89818-c8c4-9031-9e6d-38a59fcbcad6, temperature, 0
[2026-01-04T12:15:48.751+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 83, total-tokens, 2599, cost-ms, 3158, requestId, 52867ca8-deb4-9987-becb-135bc9e0b937, temperature, 0
[2026-01-04T12:16:01.135+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2523, completion-tokens, 84, total-tokens, 2607, cost-ms, 2839, requestId, a48aa211-b691-9563-867e-9d88ed4f918b, temperature, 0
[2026-01-04T12:16:06.939+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2904, completion-tokens, 90, total-tokens, 2994, cost-ms, 3451, requestId, 204151a6-80f2-908c-a4d5-1d5f746512f9, temperature, 0
[2026-01-04T12:16:14.060+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3032, completion-tokens, 82, total-tokens, 3114, cost-ms, 3269, requestId, 602a7dac-2dfb-9cad-a6bb-4fda944fecc2, temperature, 0
[2026-01-04T12:16:20.479+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3152, completion-tokens, 93, total-tokens, 3245, cost-ms, 3144, requestId, b50d4a95-1536-9bd3-8851-f3b8cb56b0b8, temperature, 0
[2026-01-04T12:16:28.755+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 92, total-tokens, 2601, cost-ms, 4041, requestId, 5d05db68-8265-97f0-acd4-cec7fee05955, temperature, 0
[2026-01-04T12:17:05.182+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 85, total-tokens, 2604, cost-ms, 3368, requestId, 317de9c4-dcbd-9f21-bae5-d10ecf16e8d7, temperature, 0
[2026-01-04T12:17:10.713+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2901, completion-tokens, 90, total-tokens, 2991, cost-ms, 3020, requestId, bd80e3a6-feec-9050-8406-f80cf3b6096c, temperature, 0
[2026-01-04T12:17:17.189+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3029, completion-tokens, 86, total-tokens, 3115, cost-ms, 2686, requestId, 01a15f26-11ee-9284-9891-13372ed7efe1, temperature, 0
[2026-01-04T12:17:23.757+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3153, completion-tokens, 93, total-tokens, 3246, cost-ms, 3353, requestId, 29b5a187-ae5e-96b3-8410-1bd5feaf7e37, temperature, 0
[2026-01-04T12:17:30.845+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 88, total-tokens, 2597, cost-ms, 2868, requestId, 2e05b2f0-456b-971a-af6b-8d166f6f60ab, temperature, 0
[2026-01-04T12:17:37.825+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 85, total-tokens, 2601, cost-ms, 2916, requestId, daa82a6f-eb3f-95cd-b301-c4030ae19d90, temperature, 0
[2026-01-04T12:17:44.229+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2898, completion-tokens, 85, total-tokens, 2983, cost-ms, 3015, requestId, 3baacde3-0301-98a1-a01e-5923761f6098, temperature, 0
[2026-01-04T12:17:51.448+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3021, completion-tokens, 89, total-tokens, 3110, cost-ms, 3322, requestId, 763fa73f-e5dd-987c-a022-280dbcf8766f, temperature, 0
[2026-01-04T12:17:59.000+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3148, completion-tokens, 94, total-tokens, 3242, cost-ms, 3411, requestId, 851e324c-f11a-9c25-8ae5-6680787cfaa3, temperature, 0
[2026-01-04T12:18:06.104+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 895, completion-tokens, 84, total-tokens, 979, cost-ms, 2577, requestId, 0b6c35f0-6d7d-9950-a605-f2397bafe441, temperature, 0
[2026-01-04T12:18:10.822+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 84, total-tokens, 2595, cost-ms, 2658, requestId, 943bcef8-cfce-90df-bbc5-addb9f331c06, temperature, 0
[2026-01-04T12:18:32.824+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 83, total-tokens, 2602, cost-ms, 3735, requestId, e8699055-0da8-9f87-9c2d-132d2b61bf77, temperature, 0
[2026-01-04T12:18:38.554+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2899, completion-tokens, 90, total-tokens, 2989, cost-ms, 3291, requestId, 79e5def8-6ddc-9c43-a4d2-89c4b327adff, temperature, 0
[2026-01-04T12:18:46.005+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3027, completion-tokens, 82, total-tokens, 3109, cost-ms, 3470, requestId, 7c24d950-8d1a-95a4-964e-a13596ec0fab, temperature, 0
[2026-01-04T12:18:52.243+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3147, completion-tokens, 90, total-tokens, 3237, cost-ms, 2949, requestId, ec331a84-75b9-9c3b-a9ab-7efff0deb807, temperature, 0
[2026-01-04T12:19:02.461+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 93, total-tokens, 2602, cost-ms, 4102, requestId, c84134a1-d6da-918f-aeed-bfd1f3685628, temperature, 0
[2026-01-04T12:19:09.489+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 83, total-tokens, 2599, cost-ms, 3270, requestId, 4405c0b6-aed3-9519-9810-99132df6df32, temperature, 0
[2026-01-04T12:19:57.738+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2522, completion-tokens, 83, total-tokens, 2605, cost-ms, 3568, requestId, fc737a5a-2089-97ce-932d-d127136202bf, temperature, 0
[2026-01-04T12:20:01.410+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2902, completion-tokens, 32, total-tokens, 2934, cost-ms, 1565, requestId, a47f77c9-39fd-9fbb-b86f-96882c536b07, temperature, 0
[2026-01-04T12:20:03.920+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2972, completion-tokens, 33, total-tokens, 3005, cost-ms, 2012, requestId, e9ce699f-231b-93cb-b7da-fc3196cb5290, temperature, 0
[2026-01-04T12:20:06.179+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3043, completion-tokens, 32, total-tokens, 3075, cost-ms, 1759, requestId, 846c720c-d6ad-98d6-a5ff-3c3d22315d72, temperature, 0
[2026-01-04T12:20:08.452+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3113, completion-tokens, 32, total-tokens, 3145, cost-ms, 1709, requestId, 6ff68d71-71dd-9f1b-bdb4-806f35d2ce82, temperature, 0
[2026-01-04T12:20:10.278+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3183, completion-tokens, 32, total-tokens, 3215, cost-ms, 1258, requestId, dce12724-20f8-99b5-9f3e-7fe51fcfcf49, temperature, 0
[2026-01-04T12:20:31.014+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2522, completion-tokens, 83, total-tokens, 2605, cost-ms, 5785, requestId, 13146070-2923-9b9d-a587-b9a7cdc519a5, temperature, 0
[2026-01-04T12:20:36.433+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2902, completion-tokens, 90, total-tokens, 2992, cost-ms, 3036, requestId, 291bc3f1-a403-9118-8bbe-71b26eb328eb, temperature, 0
[2026-01-04T12:20:42.991+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3030, completion-tokens, 82, total-tokens, 3112, cost-ms, 2875, requestId, 3469dd19-d1f9-9d3a-8883-8088d1826683, temperature, 0
[2026-01-04T12:20:49.966+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3150, completion-tokens, 91, total-tokens, 3241, cost-ms, 3576, requestId, a942fda7-a3e2-927d-b549-4012283c11a4, temperature, 0
[2026-01-04T12:20:57.652+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 33, total-tokens, 2542, cost-ms, 1726, requestId, 7d117fdc-e1a4-98fe-85f4-d4e0aaf5bb7c, temperature, 0
[2026-01-04T12:21:01.598+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2839, completion-tokens, 84, total-tokens, 2923, cost-ms, 3304, requestId, b1c193b0-0822-953e-8f12-b2e58e49e73a, temperature, 0
[2026-01-04T12:21:05.856+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2961, completion-tokens, 29, total-tokens, 2990, cost-ms, 1636, requestId, 3e3dde5b-51b0-9968-a390-97dacfdb8b59, temperature, 0
[2026-01-04T12:21:10.202+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 83, total-tokens, 2599, cost-ms, 2564, requestId, 5204a343-c383-906d-a2e6-5ff997a2ed61, temperature, 0
[2026-01-04T12:21:16.022+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2896, completion-tokens, 89, total-tokens, 2985, cost-ms, 3109, requestId, 029f5da1-21d7-9b3d-8d79-74c457c367d3, temperature, 0
[2026-01-04T12:21:27.668+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 895, completion-tokens, 112, total-tokens, 1007, cost-ms, 4493, requestId, 03904396-20d2-9c41-be5b-d600da59616c, temperature, 0
[2026-01-04T12:21:32.565+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 895, completion-tokens, 77, total-tokens, 972, cost-ms, 2752, requestId, 2c0d0c5d-f135-9bc5-a3a9-7775c58502dd, temperature, 0
[2026-01-04T12:21:37.271+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 84, total-tokens, 2595, cost-ms, 2546, requestId, 6620055b-7616-9421-82fe-a1ab2820fe56, temperature, 0
[2026-01-04T12:21:59.151+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2522, completion-tokens, 83, total-tokens, 2605, cost-ms, 2518, requestId, 679fb9b9-349c-983a-80d6-8be4b92e97b1, temperature, 0
[2026-01-04T12:22:04.995+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2902, completion-tokens, 90, total-tokens, 2992, cost-ms, 3238, requestId, 985e2bfe-521f-914e-984f-787c9c7ed667, temperature, 0
[2026-01-04T12:22:12.379+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3030, completion-tokens, 82, total-tokens, 3112, cost-ms, 3509, requestId, 92514c85-0d0a-9423-89da-a215aaa16d61, temperature, 0
[2026-01-04T12:22:19.021+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3150, completion-tokens, 84, total-tokens, 3234, cost-ms, 3468, requestId, 5de75bd5-b508-9ec4-bc41-bf8bc783aa29, temperature, 0
[2026-01-04T12:22:28.507+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 89, total-tokens, 2598, cost-ms, 2884, requestId, 0fd74b79-83c5-9fc5-918b-a6b55e448ad8, temperature, 0
[2026-01-04T12:22:34.521+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 39, total-tokens, 2555, cost-ms, 1825, requestId, c285b668-90b1-93eb-ace3-1d3362a597d5, temperature, 0
[2026-01-04T12:23:40.501+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2522, completion-tokens, 84, total-tokens, 2606, cost-ms, 3611, requestId, 9e9b94cd-37b5-9f76-b1f6-3750cfbd64b7, temperature, 0
[2026-01-04T12:23:45.932+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2903, completion-tokens, 90, total-tokens, 2993, cost-ms, 3108, requestId, 6aff63af-4f1e-9424-99a8-4ac12df651b5, temperature, 0
[2026-01-04T12:23:52.842+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3031, completion-tokens, 82, total-tokens, 3113, cost-ms, 3004, requestId, b81c5889-d662-9e4f-a277-f041373d7492, temperature, 0
[2026-01-04T12:24:01.574+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3151, completion-tokens, 84, total-tokens, 3235, cost-ms, 5446, requestId, 02861399-8736-9ab5-8c05-4828ae71e37a, temperature, 0
[2026-01-04T12:24:12.564+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2509, completion-tokens, 89, total-tokens, 2598, cost-ms, 3764, requestId, 329901c6-bff8-9143-b7a6-711de68c2324, temperature, 0
[2026-01-04T12:24:18.718+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2518, completion-tokens, 42, total-tokens, 2560, cost-ms, 2023, requestId, 3db1be13-bd97-9fad-8c6b-6592a49e0f93, temperature, 0
[2026-01-04T12:24:25.485+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2857, completion-tokens, 89, total-tokens, 2946, cost-ms, 3162, requestId, cb631c0b-f7a8-9beb-b4ee-0c52623a0b6f, temperature, 0
[2026-01-04T12:24:32.488+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2984, completion-tokens, 91, total-tokens, 3075, cost-ms, 3058, requestId, 4b86b40f-1f61-9c8c-9f98-ec1badec34ec, temperature, 0
[2026-01-04T12:24:39.262+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3113, completion-tokens, 87, total-tokens, 3200, cost-ms, 3025, requestId, 3c639542-b089-9712-9792-881472301a22, temperature, 0
[2026-01-04T12:25:28.546+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2522, completion-tokens, 83, total-tokens, 2605, cost-ms, 3465, requestId, 033fa000-c1cf-9646-95e2-74d9e283232d, temperature, 0
[2026-01-04T12:25:34.538+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2902, completion-tokens, 90, total-tokens, 2992, cost-ms, 3660, requestId, 357b687a-c1cb-9745-9d26-21bc527aaff5, temperature, 0
[2026-01-04T12:25:41.790+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3030, completion-tokens, 82, total-tokens, 3112, cost-ms, 3466, requestId, 00468970-717b-94a8-9ae8-4ce6a5c383ee, temperature, 0
[2026-01-04T12:25:48.507+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3150, completion-tokens, 92, total-tokens, 3242, cost-ms, 3371, requestId, 98db1140-4532-9ca0-8da2-0f5311931d4d, temperature, 0
[2026-01-04T12:27:42.549+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 85, total-tokens, 2604, cost-ms, 3463, requestId, a95e8d74-11c8-99cd-b170-9d62335bee6b, temperature, 0
[2026-01-04T12:27:48.760+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2901, completion-tokens, 90, total-tokens, 2991, cost-ms, 3667, requestId, fd0caa69-a346-9524-a753-3c17888e5a50, temperature, 0
[2026-01-04T12:27:55.608+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3029, completion-tokens, 82, total-tokens, 3111, cost-ms, 3190, requestId, cb9b3420-b8f4-9a38-a485-f4cb00416975, temperature, 0
[2026-01-04T12:28:02.399+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3149, completion-tokens, 93, total-tokens, 3242, cost-ms, 3357, requestId, 55b6a585-768a-9901-86ee-6cdce280b387, temperature, 0
[2026-01-04T12:28:12.924+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2508, completion-tokens, 80, total-tokens, 2588, cost-ms, 3119, requestId, 674d1a64-b0f2-9b2e-8f88-183308867a99, temperature, 0
[2026-01-04T12:28:19.063+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 83, total-tokens, 2599, cost-ms, 2886, requestId, d436d80f-1ce0-9883-a445-a5a266a84f0d, temperature, 0
[2026-01-04T12:28:25.477+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2896, completion-tokens, 89, total-tokens, 2985, cost-ms, 3765, requestId, efbdfd31-d4b1-937f-84bd-ae20018d25c4, temperature, 0
[2026-01-04T12:28:35.302+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 895, completion-tokens, 78, total-tokens, 973, cost-ms, 2871, requestId, 63d75871-71f5-9fea-8ffe-df3927e2c50d, temperature, 0
[2026-01-04T12:28:40.435+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 84, total-tokens, 2595, cost-ms, 2822, requestId, c0e7c316-7687-9fb1-857e-646585379f65, temperature, 0
[2026-01-04T12:28:53.743+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 85, total-tokens, 2604, cost-ms, 2969, requestId, 53f03145-00e3-9a9f-9357-8b563725334e, temperature, 0
[2026-01-04T12:28:59.113+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2901, completion-tokens, 90, total-tokens, 2991, cost-ms, 2993, requestId, f9a8b2da-7185-90f2-ab10-f6637258667c, temperature, 0
[2026-01-04T12:29:07.626+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3029, completion-tokens, 84, total-tokens, 3113, cost-ms, 4554, requestId, c9f01a34-d232-9fcd-82c0-3ede6fa0233c, temperature, 0
[2026-01-04T12:29:14.013+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3151, completion-tokens, 93, total-tokens, 3244, cost-ms, 3247, requestId, 5593e934-e57d-9847-9f18-3ebcec87d4e2, temperature, 0
[2026-01-04T12:29:24.721+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2508, completion-tokens, 84, total-tokens, 2592, cost-ms, 3937, requestId, ec3f3367-0627-9201-a59f-d79b9c5458b3, temperature, 0
[2026-01-04T12:29:29.004+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2889, completion-tokens, 30, total-tokens, 2919, cost-ms, 1606, requestId, 238fd29a-b522-99f0-85f8-5b4ab549e521, temperature, 0
[2026-01-04T12:29:33.244+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 83, total-tokens, 2599, cost-ms, 2512, requestId, 4933bd79-de89-9d0e-a312-d64359a4bda0, temperature, 0
[2026-01-04T12:29:39.371+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2896, completion-tokens, 89, total-tokens, 2985, cost-ms, 3629, requestId, 2b2eb681-f868-92f3-986f-7caaf9a56a42, temperature, 0
[2026-01-04T12:29:49.142+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 895, completion-tokens, 91, total-tokens, 986, cost-ms, 3151, requestId, 67120662-001e-9796-a76f-a6e12233f495, temperature, 0
[2026-01-04T12:29:54.170+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 84, total-tokens, 2595, cost-ms, 2719, requestId, e7b3304e-4b31-9ad1-a504-f500202fa48b, temperature, 0
[2026-01-04T12:30:17.726+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 83, total-tokens, 2602, cost-ms, 3044, requestId, 47413447-e12d-945a-bc0a-d6318a06a0b9, temperature, 0
[2026-01-04T12:30:23.057+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2899, completion-tokens, 90, total-tokens, 2989, cost-ms, 2916, requestId, 86b0628e-e728-9ac2-aa97-26cb45cd7329, temperature, 0
[2026-01-04T12:30:30.627+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3027, completion-tokens, 82, total-tokens, 3109, cost-ms, 3769, requestId, eb0b703a-d15f-9c83-9166-9e3f4da0bd7d, temperature, 0
[2026-01-04T12:30:37.013+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3147, completion-tokens, 91, total-tokens, 3238, cost-ms, 3045, requestId, cb2532a5-cbf9-9511-bcef-0b4cedfea7cd, temperature, 0
[2026-01-04T12:30:47.205+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2508, completion-tokens, 80, total-tokens, 2588, cost-ms, 3018, requestId, 84111174-5b8d-9c62-b097-164d8f67faa3, temperature, 0
[2026-01-04T12:30:53.956+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 83, total-tokens, 2599, cost-ms, 3006, requestId, 0b564cdd-51f8-9ed4-bac9-83a04ddf3886, temperature, 0
[2026-01-04T12:30:59.956+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2896, completion-tokens, 89, total-tokens, 2985, cost-ms, 3294, requestId, 5d4666bd-bb30-9b93-957d-6b035bf3c959, temperature, 0
[2026-01-04T12:31:10.825+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 895, completion-tokens, 112, total-tokens, 1007, cost-ms, 3899, requestId, af39bf9b-5eab-96e6-a7b8-42c80c162dd7, temperature, 0
[2026-01-04T12:31:15.296+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 895, completion-tokens, 77, total-tokens, 972, cost-ms, 2402, requestId, 0e3f830c-e4c5-9d37-862f-0239ccff5beb, temperature, 0
[2026-01-04T12:31:20.423+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2511, completion-tokens, 84, total-tokens, 2595, cost-ms, 3008, requestId, 70c1fc01-83fc-9da9-a616-0842476a8a7d, temperature, 0
[2026-01-04T12:32:18.025+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 33, total-tokens, 2552, cost-ms, 1649, requestId, d3184e31-bbbe-95ff-9754-596b1b3a8afe, temperature, 0
[2026-01-04T12:32:20.150+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2849, completion-tokens, 33, total-tokens, 2882, cost-ms, 1587, requestId, 0d0f3409-5388-952a-a524-f64b7c3c13b1, temperature, 0
[2026-01-04T12:32:36.002+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 84, total-tokens, 2603, cost-ms, 3022, requestId, 42d86462-303d-9552-a591-c58efacaae40, temperature, 0
[2026-01-04T12:32:41.902+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2900, completion-tokens, 90, total-tokens, 2990, cost-ms, 3560, requestId, 5d37e30e-8fe2-97dd-8f9d-42dc5d7e07a2, temperature, 0
[2026-01-04T12:32:48.953+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3028, completion-tokens, 85, total-tokens, 3113, cost-ms, 3243, requestId, 1a61b551-b31c-9735-aea3-8c20687353a5, temperature, 0
[2026-01-04T12:32:56.259+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2508, completion-tokens, 87, total-tokens, 2595, cost-ms, 2816, requestId, 6aaa198a-7199-9f3f-a36e-f0231fe3ba2c, temperature, 0
[2026-01-04T12:33:02.237+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2516, completion-tokens, 42, total-tokens, 2558, cost-ms, 1965, requestId, 05147a89-d2e9-9aaf-b0be-3f7a993357e0, temperature, 0
[2026-01-04T12:33:09.582+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2855, completion-tokens, 89, total-tokens, 2944, cost-ms, 3550, requestId, c0d2fd53-139d-9142-9ba4-a2bf020a6672, temperature, 0
[2026-01-04T12:33:16.760+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2982, completion-tokens, 96, total-tokens, 3078, cost-ms, 3339, requestId, 909deef6-5e81-96b7-9c1b-f6a6c0ceb1d5, temperature, 0
[2026-01-04T12:33:49.550+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2519, completion-tokens, 90, total-tokens, 2609, cost-ms, 3878, requestId, 53f4d140-7fad-9f09-a8d6-5f10d0790313, temperature, 0
[2026-01-04T12:33:56.068+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 2906, completion-tokens, 85, total-tokens, 2991, cost-ms, 3637, requestId, ccd76c38-b8c1-984e-bbfb-1b2602ac4002, temperature, 0
[2026-01-04T12:34:01.494+08:00] model, qwen3-vl-plus, mode, qwen3-vl, ui-tars-version, undefined, prompt-tokens, 3029, completion-tokens, 90, total-tokens, 3119, cost-ms, 2940, requestId, 3bef12d7-9a3a-92fa-a584-5bfd010df489, temperature, 0
